"SOLVEID","TRANSACTIONID","CLOSEID","ORGID","ORGNAME"
"10000002","EN20130411011","100001","209","信息中心"
"10000002","EN20130411012","100001","203","远信科技"
"10000002","EN20130411013","100001","202","昆明能讯"
"10000002","EN20130411014","100001","202","昆明能讯"
"10000002","EN20130411015","100001","209","信息中心"
"10000002","EN20130411016","100001","203","远信科技"
"10000003","EN20130411017","100003","19","楚雄供电局"
"10000002","EN20130411018","100001","209","信息中心"
"10000003","EN20130411019","100003","12","云电同方"
"10000002","EN20130411020","100001","203","远信科技"
"10000002","EN20130411021","100001","209","信息中心"
"10000002","EN20130411022","100001","209","信息中心"
"10000003","EN20130411023","100003","21","红河供电局"
"10000002","EN20130411024","100001","209","信息中心"
"10000002","EN20130411025","100001","209","信息中心"
"10000002","EN20130411026","100001","400","昭通供电局"
"10000002","EN20130411027","100001","209","信息中心"
"10000002","EN20130411028","100001","12","云电同方"
"10000002","EN20130411029","100001","209","信息中心"
"10000003","EN20130411030","100005","202","昆明能讯"
"10000002","EN20130411031","100001","26","西双版纳供电局"
"10000002","EN20130411032","100001","202","昆明能讯"
"10000003","EN20130411033","100001","202","昆明能讯"
"10000003","EN20130411034","100005","202","昆明能讯"
"10000002","EN20130411035","100001","203","远信科技"
"10000002","EN20130411036","100001","202","昆明能讯"
"10000002","EN20130411037","100001","12","云电同方"
"10000002","EN20130411038","100001","209","信息中心"
"10000002","EN20130411039","100001","203","远信科技"
"10000003","EN20130411040","100003","202","昆明能讯"
"10000002","EN20130411041","100001","202","昆明能讯"
"10000002","EN20130411042","100001","400","昭通供电局"
"10000003","EN20130411043","100001","209","信息中心"
"10000003","EN20130411044","100003","19","楚雄供电局"
"10000002","EN20130411045","100001","202","昆明能讯"
"10000002","EN20130411046","100001","203","远信科技"
"10000003","EN20130411047","100003","202","昆明能讯"
"10000002","EN20130411048","100001","203","远信科技"
"10000002","EN20130411049","100001","209","信息中心"
"10000003","EN20130411051","100001","12","云电同方"
"10000002","EN20130411052","100001","209","信息中心"
"10000004","EN20130411053","100005","202","昆明能讯"
"10000002","EN20130411054","100001","203","远信科技"
"10000003","EN20130411055","100003","19","楚雄供电局"
"10000003","EN20130411056","100001","121859","丽江供电局"
"10000002","EN20130411057","100001","202","昆明能讯"
"10000003","EN20130411058","100003","19","楚雄供电局"
"10000002","EN20130411059","100001","203","远信科技"
"10000002","EN20130411060","100001","19","楚雄供电局"
"10000002","EN20130411061","100001","202","昆明能讯"
"10000003","EN20130411062","100003","12","云电同方"
"10000003","EN20130411063","100003","23","曲靖供电局"
"10000003","EN20130411064","100001","202","昆明能讯"
"10000002","EN20130411065","100001","203","远信科技"
"10000002","EN20130411066","100001","400","昭通供电局"
"10000002","EN20130411067","100001","203","远信科技"
"10000003","EN20130411068","100001","121859","丽江供电局"
