"   ","SOLVEID","TRANSACTIONID","CLOSEID"
"38420","10000002","EN20130410338","100001"
"38421","10000003","EN20130410339","100003"
"38422","10000002","EN20130410340","100001"
"38423","10000002","EN20130410341","100001"
"38424","10000002","EN20130410342","100001"
"38425","10000002","EN20130410343","100001"
"38426","10000003","EN20130410344","100001"
"38427","10000002","EN20130410345","100001"
"38428","10000002","EN20130410346","100001"
"38429","10000002","EN20130410347","100001"
"38430","10000002","EN20130410348","100001"
"38431","10000002","EN20130410349","100001"
"38432","10000002","EN20130410350","100001"
"38433","10000002","EN20130410351","100001"
"38434","10000003","EN20130410352","100003"
"38435","10000003","EN20130410353","100003"
"38436","10000002","EN20130410354","100001"
"38437","10000002","EN20130410355","100001"
"38438","10000002","EN20130410356","100001"
"38439","10000002","EN20130410357","100001"
"38440","10000002","EN20130410358","100001"
"38441","10000002","EN20130410359","100001"
"38442","10000003","EN20130410360","100001"
"38443","10000002","EN20130410361","100001"
"38444","10000003","EN20130410362","100001"
"38445","10000002","EN20130410363","100001"
"38446","10000003","EN20130410364","100001"
"38447","10000004","EN20130410365","100005"
"38448","10000002","EN20130410366","100001"
"38449","10000002","EN20130410367","100001"
"38450","10000002","EN20130410368","100001"
"38451","10000002","EN20130410369","100001"
"38452","10000002","EN20130410370","100001"
"38453","10000003","EN20130410371","100001"
"38454","10000003","EN20130410372","100001"
"38455","10000002","EN20130410373","100001"
"38456","10000002","EN20130410374","100001"
"38457","10000002","EN20130410375","100001"
"38458","10000002","EN20130410376","100001"
"38459","10000002","EN20130410377","100001"
"38460","10000002","EN20130410378","100001"
"38461","10000002","EN20130410379","100001"
"38462","10000003","EN20130410380","100001"
"38463","10000002","EN20130410381","100001"
"38464","10000002","EN20130410382","100001"
"38465","10000002","EN20130410383","100001"
"38466","10000002","EN20130410384","100001"
"38467","10000002","EN20130410385","100001"
"38468","10000002","EN20130410386","100001"
"38469","10000002","EN20130410387","100001"
"38470","10000003","EN20130410388","100003"
"38471","10000002","EN20130410389","100001"
"38472","10000002","EN20130410390","100001"
"38473","10000002","EN20130410391","100001"
"38474","10000002","EN20130410392","100001"
"38475","10000002","EN20130410393","100001"
"38476","10000002","EN20130410394","100001"
"38477","10000002","EN20130410395","100001"
"38478","10000002","EN20130410396","100001"
"38479","10000002","EN20130410397","100001"
"38480","10000003","EN20130410398","100003"
"38481","10000002","EN20130410399","100001"
"38482","10000002","EN20130410400","100001"
"38483","10000002","EN20130410401","100001"
"38484","10000002","EN20130410402","100001"
"38485","10000003","EN20130410403","100003"
"38486","10000002","EN20130410404","100001"
"38487","10000002","EN20130410405","100001"
"38488","10000003","EN20130410406","100003"
"38489","10000002","EN20130410407","100001"
"38490","10000002","EN20130410408","100001"
"38491","10000002","EN20130410409","100001"
"38492","10000002","EN20130410410","100001"
"38493","10000002","EN20130410411","100001"
"38494","10000002","EN20130410412","100001"
"38495","10000002","EN20130410413","100001"
"38496","10000003","EN20130410414","100001"
"38497","10000002","EN20130410415","100001"
"38498","10000002","EN20130410416","100001"
"38499","10000002","EN20130410417","100001"
"38500","10000002","EN20130410418","100001"
"38501","10000002","EN20130410419","100001"
"38502","10000002","EN20130410420","100003"
"38503","10000002","EN20130410421","100001"
"38504","10000002","EN20130410422","100003"
"38505","10000002","EN20130410423","100001"
"38506","10000002","EN20130410424","100003"
"38507","10000003","EN20130410425","100001"
"38508","10000002","EN20130410426","100001"
"38509","10000002","EN20130410427","100001"
"38510","10000002","EN20130410428","100003"
"38511","10000002","EN20130410429","100001"
"38512","10000002","EN20130410430","100001"
"38513","10000002","EN20130410431","100001"
"38514","10000002","EN20130410432","100001"
"38515","10000002","EN20130410433","100001"
"38516","10000003","EN20130410434","100003"
"38517","10000002","EN20130410435","100001"
"38518","10000002","EN20130410436","100001"
"38519","10000002","EN20130410437","100001"
"38520","10000002","EN20130410438","100001"
"38521","10000003","EN20130410439","100003"
"38522","10000002","EN20130410440","100001"
"38523","10000002","EN20130410441","100001"
"38524","10000002","EN20130410442","100001"
"38525","10000002","EN20130410443","100001"
"38526","10000002","EN20130410444","100001"
"38527","10000002","EN20130410445","100001"
"38528","10000003","EN20130410446","100003"
"38529","10000002","EN20130410447","100001"
"38530","10000002","EN20130410448","100001"
"38531","10000002","EN20130410449","100001"
"38532","10000002","EN20130410450","100001"
"38533","10000002","EN20130410451","100001"
"38534","10000002","EN20130410452","100001"
"38535","10000002","EN20130410453","100001"
"38536","10000002","EN20130410454","100001"
"38537","10000002","EN20130410455","100001"
"38538","10000002","EN20130410456","100001"
"38539","10000002","EN20130410457","100001"
"38540","10000002","EN20130410458","100003"
"38541","10000002","EN20130410459","100001"
"38542","10000002","EN20130410460","100001"
"38543","10000003","EN20130410461","100001"
"38544","10000002","EN20130410462","100001"
"38545","10000002","EN20130410463","100003"
"38546","10000002","EN20130410464","100001"
"38547","10000002","EN20130410465","100001"
"38548","10000003","EN20130410466","100001"
"38549","10000002","EN20130410467","100001"
"38550","10000002","EN20130410468","100001"
"38551","10000002","EN20130410469","100001"
"38552","10000002","EN20130410470","100001"
"38553","10000002","EN20130410471","100001"
"38554","10000002","EN20130410472","100001"
"38555","10000002","EN20130410473","100001"
"38556","10000002","EN20130410474","100001"
"38557","10000002","EN20130410475","100001"
"38558","10000002","EN20130410476","100001"
"38559","10000002","EN20130410477","100001"
"38560","10000002","EN20130410478","100001"
"38561","10000002","EN20130410479","100001"
"38562","10000002","EN20130410480","100001"
"38563","10000002","EN20130410481","100001"
"38564","10000002","EN20130410482","100001"
"38565","10000002","EN20130410483","100001"
"38566","10000003","EN20130410484","100003"
"38567","10000002","EN20130410485","100001"
"38568","10000002","EN20130410486","100001"
"38569","10000002","EN20130410487","100001"
"38570","10000002","EN20130410488","100001"
"38571","10000002","EN20130410489","100001"
"38572","10000002","EN20130410490","100001"
"38573","10000002","EN20130410491","100001"
"38574","10000002","EN20130410492","100001"
"38575","10000002","EN20130410493","100001"
"38576","10000003","EN20130410494","100001"
"38577","10000002","EN20130410495","100001"
"38578","10000002","EN20130410496","100001"
"38579","10000002","EN20130410497","100001"
"38580","10000002","EN20130410498","100001"
"38581","10000002","EN20130410499","100001"
"38582","10000002","EN20130410500","100001"
"38583","10000002","EN20130410501","100001"
"38584","10000002","EN20130410502","100001"
"38585","10000002","EN20130410503","100001"
"38586","10000002","EN20130410504","100001"
"38587","10000002","EN20130410505","100001"
"38588","10000002","EN20130410506","100001"
"38589","10000002","EN20130410507","100001"
"38590","10000002","EN20130410508","100001"
"38591","10000002","EN20130410509","100001"
"38592","10000002","EN20130410510","100001"
"38593","10000002","EN20130410511","100001"
"38594","10000002","EN20130410512","100001"
"38595","10000002","EN20130410513","100001"
"38596","10000002","EN20130410514","100001"
"38597","10000002","EN20130410515","100001"
"38598","10000003","EN20130410516","100003"
"38599","10000002","EN20130410517","100001"
"38600","10000002","EN20130410518","100001"
"38601","10000002","EN20130410519","100001"
"38602","10000002","EN20130410520","100001"
"38603","10000002","EN20130410521","100001"
"38604","10000002","EN20130410522","100001"
"38605","10000002","EN20130410523","100001"
"38606","10000002","EN20130410524","100001"
"38607","10000002","EN20130410525","100001"
"38608","10000002","EN20130410526","100001"
"38609","10000002","EN20130410527","100001"
"38610","10000002","EN20130410528","100001"
"38611","10000003","EN20130410529","100001"
"38612","10000002","EN20130410530","100001"
"38613","10000002","EN20130410531","100001"
"38614","10000002","EN20130410532","100001"
"38615","10000002","EN20130410533","100001"
"38616","10000002","EN20130410534","100001"
"38617","10000002","EN20130410535","100001"
"38618","10000002","EN20130410536","100001"
"38619","10000003","EN20130410537","100003"
"38620","10000002","EN20130410538","100001"
"38621","10000002","EN20130410539","100001"
"38622","10000002","EN20130410540","100001"
"38623","10000002","EN20130410541","100001"
"38624","10000002","EN20130410542","100001"
"38625","10000003","EN20130410543","100003"
"38626","10000002","EN20130410544","100001"
"38627","10000002","EN20130410545","100001"
"38628","10000003","EN20130410546","100005"
"38629","10000002","EN20130410547","100001"
"38630","10000002","EN20130410548","100001"
"38631","10000002","EN20130410549","100001"
"38632","10000002","EN20130410550","100001"
"38633","10000002","EN20130410551","100001"
"38634","10000002","EN20130410552","100001"
"38635","10000002","EN20130410553","100001"
"38636","10000002","EN20130410554","100001"
"38637","10000002","EN20130410555","100001"
"38638","10000002","EN20130410556","100001"
"38639","10000002","EN20130410557","100001"
"38640","10000003","EN20130410558","100001"
"38641","10000002","EN20130410559","100001"
"38642","10000002","EN20130410560","100001"
"38643","10000002","EN20130410561","100001"
"38644","10000002","EN20130410562","100001"
"38645","10000002","EN20130410563","100001"
"38646","10000002","EN20130410564","100001"
"38647","10000002","EN20130410565","100001"
"38648","10000002","EN20130410566","100001"
"38649","10000003","EN20130410567","100001"
"38650","10000002","EN20130410568","100001"
"38651","10000003","EN20130410569","100003"
"38652","10000002","EN20130410570","100001"
"38653","10000002","EN20130410571","100001"
"38654","10000002","EN20130410573","100001"
"38655","10000002","EN20130410574","100001"
"38656","10000002","EN20130410575","100001"
"38657","10000002","EN20130410576","100001"
"38658","10000003","EN20130410577","100001"
"38659","10000003","EN20130410578","100003"
"38660","10000002","EN20130410579","100001"
"38661","10000002","EN20130410580","100001"
"38662","10000002","EN20130410581","100001"
"38663","10000003","EN20130410582","100003"
"38664","10000002","EN20130410583","100001"
"38665","10000002","EN20130410584","100001"
"38666","10000002","EN20130410585","100001"
"38667","10000002","EN20130410586","100001"
"38668","10000002","EN20130410587","100001"
"38669","10000002","EN20130410588","100001"
"38670","10000002","EN20130410589","100001"
"38671","10000002","EN20130410590","100001"
"38672","10000002","EN20130410591","100001"
"38673","10000002","EN20130410592","100001"
"38674","10000002","EN20130410593","100001"
"38675","10000002","EN20130410594","100001"
"38676","10000003","EN20130410595","100003"
"38677","10000002","EN20130410596","100001"
"38678","10000002","EN20130410597","100001"
"38679","10000003","EN20130410598","100003"
"38680","10000002","EN20130410599","100001"
"38681","10000002","EN20130410600","100001"
"38682","10000002","EN20130410601","100001"
"38683","10000002","EN20130410602","100001"
"38684","10000002","EN20130410603","100001"
"38685","10000004","EN20130410604","100003"
"38686","10000003","EN20130410605","100001"
"38687","10000002","EN20130410606","100001"
"38688","10000003","EN20130410607","100003"
"38689","10000002","EN20130410608","100001"
"38690","10000002","EN20130410609","100001"
"38691","10000002","EN20130410610","100001"
"38692","10000002","EN20130410611","100001"
"38693","10000002","EN20130410612","100001"
"38694","10000002","EN20130410613","100001"
"38695","10000002","EN20130410614","100001"
"38696","10000002","EN20130410615","100001"
"38697","10000002","EN20130410616","100001"
"38698","10000002","EN20130410617","100001"
"38699","10000002","EN20130410618","100001"
"38700","10000002","EN20130410619","100001"
"38701","10000002","EN20130410620","100001"
"38702","10000002","EN20130410621","100001"
"38703","10000002","EN20130410622","100001"
"38704","10000003","EN20130410623","100001"
"38705","10000002","EN20130410624","100001"
"38706","10000002","EN20130410625","100001"
"38707","10000002","EN20130410627","100001"
"38708","10000002","EN20130410628","100001"
"38709","10000002","EN20130410629","100001"
"38710","10000002","EN20130410630","100001"
"38711","10000002","EN20130410631","100001"
"38712","10000002","EN20130410632","100001"
"38713","10000002","EN20130410633","100001"
"38714","10000002","EN20130410634","100001"
"38715","10000002","EN20130410635","100001"
"38716","10000002","EN20130410636","100001"
"38717","10000002","EN20130410637","100001"
"38718","10000002","EN20130410638","100001"
"38719","10000002","EN20130410639","100001"
"38720","10000002","EN20130410640","100001"
"38721","10000002","EN20130410641","100001"
"38722","10000002","EN20130410642","100001"
"38723","10000003","EN20130410643","100003"
"38724","10000002","EN20130410644","100001"
"38725","10000002","EN20130410645","100001"
"38726","10000002","EN20130410646","100001"
"38727","10000002","EN20130410647","100001"
"38728","10000002","EN20130410648","100001"
"38729","10000002","EN20130410649","100001"
"38730","10000002","EN20130410650","100001"
"38731","10000002","EN20130410651","100001"
"38732","10000002","EN20130410652","100001"
"38733","10000002","EN20130410653","100001"
"38734","10000002","EN20130410654","100001"
"38735","10000002","EN20130410655","100001"
"38736","10000002","EN20130410656","100001"
"38737","10000002","EN20130410657","100001"
"38738","10000002","EN20130410658","100001"
"38739","10000002","EN20130410660","100001"
"38740","10000002","EN20130410661","100001"
"38741","10000002","EN20130410662","100001"
"38742","10000002","EN20130410663","100001"
"38743","10000003","EN20130410664","100003"
"38744","10000002","EN20130410665","100001"
"38745","10000002","EN20130410666","100001"
"38746","10000002","EN20130410667","100001"
"38747","10000003","EN20130410668","100001"
"38748","10000002","EN20130410669","100001"
"38749","10000002","EN20130410670","100001"
"38750","10000002","EN20130410671","100001"
"38751","10000002","EN20130410672","100001"
"38752","10000002","EN20130410673","100001"
"38753","10000003","EN20130410674","100003"
"38754","10000002","EN20130410675","100001"
"38755","10000002","EN20130410676","100001"
"38756","10000002","EN20130410677","100001"
"38757","10000002","EN20130410678","100001"
"38758","10000002","EN20130410679","100001"
"38759","10000003","EN20130410680","100003"
"38760","10000002","EN20130410681","100001"
"38761","10000002","EN20130410682","100001"
"38762","10000002","EN20130410683","100001"
"38763","10000002","EN20130410684","100001"
"38764","10000002","EN20130410685","100001"
"38765","10000002","EN20130410686","100001"
"38766","10000003","EN20130410687","100001"
"38767","10000003","EN20130410688","100003"
"38768","10000002","EN20130410689","100001"
"38769","10000002","EN20130410690","100001"
"38770","10000002","EN20130410691","100001"
"38771","10000002","EN20130410692","100001"
"38772","10000002","EN20130410693","100001"
"38773","10000002","EN20130410694","100001"
"38774","10000002","EN20130410695","100001"
"38775","10000002","EN20130410696","100001"
"38776","10000002","EN20130410697","100001"
"38777","10000002","EN20130410698","100001"
"38778","10000002","EN20130410699","100001"
"38779","10000003","EN20130410700","100003"
"38780","10000002","EN20130410701","100001"
"38781","10000002","EN20130410702","100001"
"38782","10000002","EN20130410703","100001"
"38783","10000002","EN20130410704","100001"
"38784","10000002","EN20130410705","100001"
"38785","10000002","EN20130410706","100001"
"38786","10000002","EN20130410707","100010"
"38787","10000002","EN20130410708","100001"
"38788","10000002","EN20130410709","100001"
"38789","10000002","EN20130410710","100001"
"38790","10000003","EN20130410711","100001"
"38791","10000003","EN20130410712","100003"
"38792","10000002","EN20130410713","100001"
"38793","10000002","EN20130410714","100001"
"38794","10000002","EN20130410715","100001"
"38795","10000004","EN20130410716","100005"
"38796","10000002","EN20130410717","100001"
"38797","10000002","EN20130410718","100001"
"38798","10000002","EN20130410719","100001"
"38799","10000002","EN20130410720","100001"
"38800","10000002","EN20130410721","100001"
"38801","10000003","EN20130410722","100001"
"38802","10000002","EN20130410723","100001"
"38803","10000002","EN20130410724","100001"
"38804","10000002","EN20130410725","100001"
"38805","10000002","EN20130410726","100001"
"38806","10000002","EN20130410727","100001"
"38807","10000003","EN20130410728","100003"
"38808","10000002","EN20130410729","100001"
"38809","10000002","EN20130410730","100001"
"38810","10000003","EN20130410731","100003"
"38811","10000002","EN20130410732","100001"
"38812","10000002","EN20130410733","100001"
"38813","10000003","EN20130410734","100003"
"38814","10000002","EN20130410735","100001"
"38815","10000003","EN20130411001","100005"
"38816","10000003","EN20130411002","100001"
"38817","10000003","EN20130411003","100005"
"38818","10000002","EN20130411004","100001"
"38819","10000002","EN20130411005","100001"
"38820","10000002","EN20130411006","100001"
"38821","10000002","EN20130411007","100001"
"38822","10000002","EN20130411008","100001"
"38823","10000003","EN20130411009","100005"
"38824","10000002","EN20130411010","100001"
"38825","10000002","EN20130411011","100001"
"38826","10000002","EN20130411012","100001"
"38827","10000002","EN20130411013","100001"
"38828","10000002","EN20130411014","100001"
"38829","10000002","EN20130411015","100001"
"38830","10000002","EN20130411016","100001"
"38831","10000003","EN20130411017","100003"
"38832","10000002","EN20130411018","100001"
"38833","10000003","EN20130411019","100003"
"38834","10000002","EN20130411020","100001"
"38835","10000002","EN20130411021","100001"
"38836","10000002","EN20130411022","100001"
"38837","10000003","EN20130411023","100003"
"38838","10000002","EN20130411024","100001"
"38839","10000002","EN20130411025","100001"
"38840","10000002","EN20130411026","100001"
"38841","10000002","EN20130411027","100001"
"38842","10000002","EN20130411028","100001"
"38843","10000002","EN20130411029","100001"
"38844","10000003","EN20130411030","100005"
"38845","10000002","EN20130411031","100001"
"38846","10000002","EN20130411032","100001"
"38847","10000003","EN20130411033","100001"
"38848","10000003","EN20130411034","100005"
"38849","10000002","EN20130411035","100001"
"38850","10000002","EN20130411036","100001"
"38851","10000002","EN20130411037","100001"
"38852","10000002","EN20130411038","100001"
"38853","10000002","EN20130411039","100001"
"38854","10000003","EN20130411040","100003"
"38855","10000002","EN20130411041","100001"
"38856","10000002","EN20130411042","100001"
"38857","10000003","EN20130411043","100001"
"38858","10000003","EN20130411044","100003"
"38859","10000002","EN20130411045","100001"
"38860","10000002","EN20130411046","100001"
"38861","10000003","EN20130411047","100003"
"38862","10000002","EN20130411048","100001"
"38863","10000002","EN20130411049","100001"
"38864","10000003","EN20130411051","100001"
"38865","10000002","EN20130411052","100001"
"38866","10000004","EN20130411053","100005"
"38867","10000002","EN20130411054","100001"
"38868","10000003","EN20130411055","100003"
"38869","10000003","EN20130411056","100001"
"38870","10000002","EN20130411057","100001"
"38871","10000003","EN20130411058","100003"
"38872","10000002","EN20130411059","100001"
"38873","10000002","EN20130411060","100001"
"38874","10000002","EN20130411061","100001"
"38875","10000003","EN20130411062","100003"
"38876","10000003","EN20130411063","100003"
"38877","10000003","EN20130411064","100001"
"38878","10000002","EN20130411065","100001"
"38879","10000002","EN20130411066","100001"
"38880","10000002","EN20130411067","100001"
"38881","10000003","EN20130411068","100001"
"38882","10000002","EN20130411069","100001"
"38883","10000003","EN20130411070","100003"
"38884","10000002","EN20130411071","100001"
"38885","10000002","EN20130411072","100001"
"38886","10000002","EN20130411073","100001"
"38887","10000002","EN20130411074","100001"
"38888","10000003","EN20130411075","100001"
"38889","10000002","EN20130411076","100001"
"38890","10000003","EN20130411077","100003"
"38891","10000002","EN20130411078","100001"
"38892","10000002","EN20130411079","100001"
"38893","10000002","EN20130411080","100003"
"38894","10000003","EN20130411081","100005"
"38895","10000002","EN20130411082","100001"
"38896","10000002","EN20130411083","100001"
"38897","10000002","EN20130411084","100001"
"38898","10000002","EN20130411085","100001"
"38899","10000002","EN20130411086","100001"
"38900","10000003","EN20130411087","100003"
"38901","10000002","EN20130411088","100001"
"38902","10000003","EN20130411089","100003"
"38903","10000002","EN20130411090","100001"
"38904","10000002","EN20130411091","100001"
"38905","10000002","EN20130411092","100001"
"38906","10000002","EN20130411093","100001"
"38907","10000002","EN20130411094","100001"
"38908","10000002","EN20130411095","100001"
"38909","10000002","EN20130411096","100001"
"38910","10000002","EN20130411097","100001"
"38911","10000002","EN20130411098","100001"
"38912","10000002","EN20130411099","100001"
"38913","10000002","EN20130411100","100001"
"38914","10000002","EN20130411101","100001"
"38915","10000002","EN20130411102","100001"
"38916","10000002","EN20130411103","100001"
"38917","10000002","EN20130411104","100001"
"38918","10000002","EN20130411105","100001"
"38919","10000003","EN20130411106","100003"
"38920","10000002","EN20130411107","100001"
"38921","10000003","EN20130411108","100003"
"38922","10000002","EN20130411109","100001"
"38923","10000002","EN20130411110","100001"
"38924","10000002","EN20130411111","100001"
"38925","10000002","EN20130411112","100001"
"38926","10000002","EN20130411113","100001"
"38927","10000002","EN20130411114","100001"
"38928","10000002","EN20130411115","100001"
"38929","10000002","EN20130411116","100001"
"38930","10000002","EN20130411117","100001"
"38931","10000002","EN20130411118","100001"
"38932","10000002","EN20130411119","100001"
"38933","10000003","EN20130411120","100001"
"38934","10000003","EN20130411121","100003"
"38935","10000002","EN20130411122","100001"
"38936","10000003","EN20130411123","100003"
"38937","10000003","EN20130411124","100001"
"38938","10000002","EN20130411125","100001"
"38939","10000002","EN20130411126","100001"
"38940","10000002","EN20130411127","100001"
"38941","10000002","EN20130411128","100001"
"38942","10000002","EN20130411129","100001"
"38943","10000002","EN20130411130","100001"
"38944","10000002","EN20130411131","100001"
"38945","10000002","EN20130411132","100001"
"38946","10000002","EN20130411133","100001"
"38947","10000002","EN20130411134","100001"
"38948","10000002","EN20130411135","100001"
"38949","10000002","EN20130411136","100001"
"38950","10000002","EN20130411137","100001"
"38951","10000002","EN20130411138","100001"
"38952","10000002","EN20130411139","100001"
"38953","10000002","EN20130411140","100001"
"38954","10000002","EN20130411141","100001"
"38955","10000002","EN20130411142","100001"
"38956","10000002","EN20130411143","100001"
"38957","10000002","EN20130411144","100001"
"38958","10000002","EN20130411145","100001"
"38959","10000002","EN20130411146","100001"
"38960","10000002","EN20130411147","100001"
"38961","10000002","EN20130411148","100001"
"38962","10000002","EN20130411149","100001"
"38963","10000002","EN20130411150","100001"
"38964","10000002","EN20130411151","100001"
"38965","10000002","EN20130411152","100003"
"38966","10000002","EN20130411153","100001"
"38967","10000002","EN20130411154","100001"
"38968","10000002","EN20130411155","100001"
"38969","10000002","EN20130411156","100001"
"38970","10000002","EN20130411157","100001"
"38971","10000002","EN20130411158","100001"
"38972","10000002","EN20130411159","100001"
"38973","10000002","EN20130411160","100001"
"38974","10000002","EN20130411161","100001"
"38975","10000003","EN20130411162","100003"
"38976","10000003","EN20130411163","100001"
"38977","10000002","EN20130411164","100001"
"38978","10000002","EN20130411165","100001"
"38979","10000002","EN20130411166","100001"
"38980","10000002","EN20130411167","100001"
"38981","10000002","EN20130411168","100001"
"38982","10000002","EN20130411169","100001"
"38983","10000002","EN20130411170","100001"
"38984","10000003","EN20130411171","100001"
"38985","10000002","EN20130411172","100003"
"38986","10000003","EN20130411172","100003"
"38987","10000002","EN20130411173","100001"
"38988","10000002","EN20130411174","100001"
"38989","10000002","EN20130411175","100001"
"38990","10000003","EN20130411176","100003"
"38991","10000002","EN20130411177","100001"
"38992","10000003","EN20130411178","100003"
"38993","10000002","EN20130411179","100001"
"38994","10000002","EN20130411180","100001"
"38995","10000002","EN20130411181","100001"
"38996","10000002","EN20130411183","100001"
"38997","10000002","EN20130411184","100001"
"38998","10000002","EN20130411185","100001"
"38999","10000002","EN20130411186","100001"
"39000","10000002","EN20130411187","100001"
"39001","10000002","EN20130411188","100001"
"39002","10000002","EN20130411189","100001"
"39003","10000003","EN20130411190","100003"
"39004","10000003","EN20130411191","100001"
"39005","10000002","EN20130411192","100001"
"39006","10000002","EN20130411193","100001"
"39007","10000002","EN20130411194","100001"
"39008","10000004","EN20130411195","100005"
"39009","10000002","EN20130411196","100001"
"39010","10000003","EN20130411197","100003"
"39011","10000002","EN20130411198","100001"
"39012","10000002","EN20130411199","100001"
"39013","10000003","EN20130411200","100003"
"39014","10000002","EN20130411201","100001"
"39015","10000002","EN20130411203","100001"
"39016","10000002","EN20130411204","100001"
"39017","10000002","EN20130411205","100001"
"39018","10000002","EN20130411206","100003"
"39019","10000003","EN20130411207","100001"
"39020","10000002","EN20130411208","100001"
"39021","10000002","EN20130411209","100001"
"39022","10000002","EN20130411210","100001"
"39023","10000003","EN20130411211","100003"
"39024","10000002","EN20130411212","100001"
"39025","10000003","EN20130411213","100003"
"39026","10000002","EN20130411214","100001"
"39027","10000002","EN20130411215","100001"
"39028","10000002","EN20130411216","100001"
"39029","10000003","EN20130411217","100003"
"39030","10000002","EN20130411218","100001"
"39031","10000002","EN20130411219","100001"
"39032","10000002","EN20130411220","100001"
"39033","10000002","EN20130411221","100001"
"39034","10000002","EN20130411222","100001"
"39035","10000003","EN20130411223","100001"
"39036","10000002","EN20130411224","100001"
"39037","10000002","EN20130411225","100001"
"39038","10000002","EN20130411226","100001"
"39039","10000004","EN20130411227","100005"
"39040","10000002","EN20130411228","100001"
"39041","10000002","EN20130411229","100001"
"39042","10000002","EN20130411230","100001"
"39043","10000002","EN20130411231","100001"
"39044","10000002","EN20130411232","100001"
"39045","10000002","EN20130411233","100001"
"39046","10000003","EN20130411234","100003"
"39047","10000003","EN20130411235","100003"
"39048","10000002","EN20130411236","100001"
"39049","10000002","EN20130411237","100001"
"39050","10000002","EN20130411238","100001"
"39051","10000003","EN20130411239","100003"
"39052","10000002","EN20130411240","100001"
"39053","10000002","EN20130411241","100001"
"39054","10000002","EN20130411242","100001"
"39055","10000002","EN20130411243","100001"
"39056","10000002","EN20130411244","100001"
"39057","10000002","EN20130411245","100001"
"39058","10000002","EN20130411246","100001"
"39059","10000003","EN20130411247","100003"
"39060","10000002","EN20130411248","100001"
"39061","10000002","EN20130411249","100001"
"39062","10000002","EN20130411250","100001"
"39063","10000002","EN20130411251","100001"
"39064","10000002","EN20130411252","100001"
"39065","10000002","EN20130411253","100001"
"39066","10000002","EN20130411254","100001"
"39067","10000003","EN20130411255","100003"
"39068","10000002","EN20130411256","100001"
"39069","10000003","EN20130411257","100003"
"39070","10000002","EN20130411258","100001"
"39071","10000003","EN20130411259","100003"
"39072","10000002","EN20130411260","100001"
"39073","10000002","EN20130411261","100001"
"39074","10000002","EN20130411262","100001"
"39075","10000002","EN20130411263","100001"
"39076","10000002","EN20130411264","100001"
"39077","10000002","EN20130411265","100001"
"39078","10000002","EN20130411266","100001"
"39079","10000002","EN20130411267","100001"
"39080","10000002","EN20130411268","100001"
"39081","10000002","EN20130411269","100001"
"39082","10000002","EN20130411270","100001"
"39083","10000003","EN20130411271","100003"
"39084","10000002","EN20130411272","100001"
"39085","10000002","EN20130411273","100001"
"39086","10000002","EN20130411274","100001"
"39087","10000002","EN20130411275","100001"
"39088","10000002","EN20130411276","100001"
"39089","10000002","EN20130411278","100001"
"39090","10000002","EN20130411279","100001"
"39091","10000003","EN20130411280","100003"
"39092","10000002","EN20130411281","100001"
"39093","10000002","EN20130411282","100001"
"39094","10000002","EN20130411283","100001"
"39095","10000002","EN20130411284","100001"
"39096","10000003","EN20130411285","100003"
"39097","10000002","EN20130411286","100001"
"39098","10000003","EN20130411287","100003"
"39099","10000002","EN20130411288","100001"
"39100","10000002","EN20130411289","100001"
"39101","10000002","EN20130411290","100003"
"39102","10000002","EN20130411291","100001"
"39103","10000002","EN20130411292","100001"
"39104","10000002","EN20130411293","100003"
"39105","10000002","EN20130411294","100001"
"39106","10000002","EN20130411295","100003"
"39107","10000002","EN20130411296","100001"
"39108","10000002","EN20130411297","100001"
"39109","10000002","EN20130411298","100001"
"39110","10000002","EN20130411299","100001"
"39111","10000002","EN20130411300","100001"
"39112","10000002","EN20130411301","100001"
"39113","10000002","EN20130411302","100001"
"39114","10000002","EN20130411303","100001"
"39115","10000002","EN20130411304","100001"
"39116","10000002","EN20130411305","100001"
"39117","10000002","EN20130411306","100001"
"39118","10000002","EN20130411307","100001"
"39119","10000002","EN20130411308","100001"
"39120","10000002","EN20130411309","100001"
"39121","10000002","EN20130411310","100001"
"39122","10000002","EN20130411311","100001"
"39123","10000002","EN20130411312","100001"
"39124","10000002","EN20130411313","100001"
"39125","10000002","EN20130411314","100001"
"39126","10000002","EN20130411315","100001"
"39127","10000002","EN20130411316","100001"
"39128","10000002","EN20130411317","100001"
"39129","10000002","EN20130411318","100001"
"39130","10000002","EN20130411319","100001"
"39131","10000002","EN20130411320","100001"
"39132","10000002","EN20130411321","100001"
"39133","10000002","EN20130411322","100001"
"39134","10000002","EN20130411323","100001"
"39135","10000002","EN20130411324","100001"
"39136","10000002","EN20130411325","100001"
"39137","10000002","EN20130411326","100001"
"39138","10000002","EN20130411327","100001"
"39139","10000002","EN20130411328","100001"
"39140","10000002","EN20130411329","100001"
"39141","10000002","EN20130411330","100001"
"39142","10000002","EN20130411331","100001"
"39143","10000002","EN20130411332","100001"
"39144","10000002","EN20130411333","100001"
"39145","10000002","EN20130411334","100001"
"39146","10000002","EN20130411335","100001"
"39147","10000002","EN20130411336","100001"
"39148","10000003","EN20130411337","100003"
"39149","10000002","EN20130411338","100001"
"39150","10000002","EN20130411339","100001"
"39151","10000003","EN20130411340","100003"
"39152","10000003","EN20130411341","100003"
"39153","10000002","EN20130411342","100001"
"39154","10000002","EN20130411343","100001"
